danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.564,0.523,4,-8.087,0,0.0304,0.48,0,0.182,0.214,130.092,audio_features,05X7vcI10qNE7WxTavmYNJ,spotify:track:05X7vcI10qNE7WxTavmYNJ,https://api.spotify.com/v1/tracks/05X7vcI10qNE7WxTavmYNJ,https://api.spotify.com/v1/audio-analysis/05X7vcI10qNE7WxTavmYNJ,242227,4
0.54,0.584,7,-9.579,1,0.0254,0.0108,0.00296,0.253,0.244,139.261,audio_features,0BAjUM6V9P9g8rK83hVUTJ,spotify:track:0BAjUM6V9P9g8rK83hVUTJ,https://api.spotify.com/v1/tracks/0BAjUM6V9P9g8rK83hVUTJ,https://api.spotify.com/v1/audio-analysis/0BAjUM6V9P9g8rK83hVUTJ,386493,4
0.468,0.773,1,-8.93,0,0.0942,0.432,0.000132,0.275,0.4,114.773,audio_features,48psxWnIVYCPUZJKiuDiEf,spotify:track:48psxWnIVYCPUZJKiuDiEf,https://api.spotify.com/v1/tracks/48psxWnIVYCPUZJKiuDiEf,https://api.spotify.com/v1/audio-analysis/48psxWnIVYCPUZJKiuDiEf,260947,4
0.493,0.66,1,-10.198,1,0.0457,0.188,0.0298,0.094,0.307,100.977,audio_features,4OaV9UYQ3EfrBRPjoO6u7c,spotify:track:4OaV9UYQ3EfrBRPjoO6u7c,https://api.spotify.com/v1/tracks/4OaV9UYQ3EfrBRPjoO6u7c,https://api.spotify.com/v1/audio-analysis/4OaV9UYQ3EfrBRPjoO6u7c,281160,4
0.502,0.912,1,-4.556,1,0.0564,2.55e-05,0.000173,0.106,0.72,116.761,audio_features,1f3yAtsJtY87CTmM8RLnxf,spotify:track:1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/tracks/1f3yAtsJtY87CTmM8RLnxf,https://api.spotify.com/v1/audio-analysis/1f3yAtsJtY87CTmM8RLnxf,301920,4
0.417,0.309,0,-13.462,0,0.0342,0.72,0.597,0.104,0.196,143.348,audio_features,1oTvvxyUL6t6lUYoURkocf,spotify:track:1oTvvxyUL6t6lUYoURkocf,https://api.spotify.com/v1/tracks/1oTvvxyUL6t6lUYoURkocf,https://api.spotify.com/v1/audio-analysis/1oTvvxyUL6t6lUYoURkocf,326907,5
0.716,0.805,4,-3.839,1,0.0856,0.014,3.1e-06,0.291,0.719,142.886,audio_features,6tHWl8ows5JOZq9Yfaqn3M,spotify:track:6tHWl8ows5JOZq9Yfaqn3M,https://api.spotify.com/v1/tracks/6tHWl8ows5JOZq9Yfaqn3M,https://api.spotify.com/v1/audio-analysis/6tHWl8ows5JOZq9Yfaqn3M,133995,4
0.746,0.844,7,-7.106,1,0.0587,0.00111,0.00754,0.0624,0.17,106.044,audio_features,6PfbznKKcnTdGOTUg63tL3,spotify:track:6PfbznKKcnTdGOTUg63tL3,https://api.spotify.com/v1/tracks/6PfbznKKcnTdGOTUg63tL3,https://api.spotify.com/v1/audio-analysis/6PfbznKKcnTdGOTUg63tL3,184653,4
0.611,0.767,9,-8.254,1,0.0346,0.0272,0.000378,0.11,0.698,139.97,audio_features,5Iz9lmtj4tfxcXxD4A4ugO,spotify:track:5Iz9lmtj4tfxcXxD4A4ugO,https://api.spotify.com/v1/tracks/5Iz9lmtj4tfxcXxD4A4ugO,https://api.spotify.com/v1/audio-analysis/5Iz9lmtj4tfxcXxD4A4ugO,291732,4
0.162,0.102,2,-23.315,0,0.036,0.932,0.9,0.17,0.0445,131.626,audio_features,69RoAhDqFOiQb2pQvb24Ii,spotify:track:69RoAhDqFOiQb2pQvb24Ii,https://api.spotify.com/v1/tracks/69RoAhDqFOiQb2pQvb24Ii,https://api.spotify.com/v1/audio-analysis/69RoAhDqFOiQb2pQvb24Ii,169667,3
0.461,0.0391,1,-21.695,1,0.0434,0.99,0.906,0.101,0.0926,66.005,audio_features,7nKyin0l72b9ZUdaUNiiSh,spotify:track:7nKyin0l72b9ZUdaUNiiSh,https://api.spotify.com/v1/tracks/7nKyin0l72b9ZUdaUNiiSh,https://api.spotify.com/v1/audio-analysis/7nKyin0l72b9ZUdaUNiiSh,138610,3
0.636,0.436,7,-9.524,1,0.139,0.112,0,0.135,0.331,84.804,audio_features,3yvZ1VUso9Xi7EvIyLaj4o,spotify:track:3yvZ1VUso9Xi7EvIyLaj4o,https://api.spotify.com/v1/tracks/3yvZ1VUso9Xi7EvIyLaj4o,https://api.spotify.com/v1/audio-analysis/3yvZ1VUso9Xi7EvIyLaj4o,190185,4
0.904,0.462,2,-12.017,1,0.295,0.138,0,0.139,0.692,90.022,audio_features,09XOVDSIbBxBf6Kr1vGnHf,spotify:track:09XOVDSIbBxBf6Kr1vGnHf,https://api.spotify.com/v1/tracks/09XOVDSIbBxBf6Kr1vGnHf,https://api.spotify.com/v1/audio-analysis/09XOVDSIbBxBf6Kr1vGnHf,206693,4
0.564,0.932,11,-10.068,1,0.0554,0.013,0.169,0.349,0.619,112.937,audio_features,78lgmZwycJ3nzsdgmPPGNx,spotify:track:78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/tracks/78lgmZwycJ3nzsdgmPPGNx,https://api.spotify.com/v1/audio-analysis/78lgmZwycJ3nzsdgmPPGNx,146250,4
0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,audio_features,1AhDOtG9vPSOmsWgNW0BEY,spotify:track:1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/tracks/1AhDOtG9vPSOmsWgNW0BEY,https://api.spotify.com/v1/audio-analysis/1AhDOtG9vPSOmsWgNW0BEY,354320,4
0.557,0.54,9,-10.484,1,0.0347,0.0339,0.00248,0.179,0.394,129.171,audio_features,45yEy5WJywhJ3sDI28ajTm,spotify:track:45yEy5WJywhJ3sDI28ajTm,https://api.spotify.com/v1/tracks/45yEy5WJywhJ3sDI28ajTm,https://api.spotify.com/v1/audio-analysis/45yEy5WJywhJ3sDI28ajTm,185733,4
0.481,0.262,7,-15.73,1,0.0414,0.735,0.0114,0.832,0.375,122.883,audio_features,7aE5WXu5sFeNRh3Z05wwu4,spotify:track:7aE5WXu5sFeNRh3Z05wwu4,https://api.spotify.com/v1/tracks/7aE5WXu5sFeNRh3Z05wwu4,https://api.spotify.com/v1/audio-analysis/7aE5WXu5sFeNRh3Z05wwu4,334744,4
0.338,0.34,9,-12.049,0,0.0339,0.58,0.0032,0.116,0.197,82.433,audio_features,5CQ30WqJwcep0pYcV4AMNc,spotify:track:5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/tracks/5CQ30WqJwcep0pYcV4AMNc,https://api.spotify.com/v1/audio-analysis/5CQ30WqJwcep0pYcV4AMNc,482830,4
0.661,0.504,0,-7.684,0,0.0313,0.137,0,0.28,0.506,87.475,audio_features,1PJFhfh72WUJ4TGEK6Pt8G,spotify:track:1PJFhfh72WUJ4TGEK6Pt8G,https://api.spotify.com/v1/tracks/1PJFhfh72WUJ4TGEK6Pt8G,https://api.spotify.com/v1/audio-analysis/1PJFhfh72WUJ4TGEK6Pt8G,306422,4
0.602,0.905,2,-4.046,1,0.0775,0.000202,0.064,0.117,0.411,128.019,audio_features,4VqPOruhp5EdPBeR92t6lQ,spotify:track:4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/tracks/4VqPOruhp5EdPBeR92t6lQ,https://api.spotify.com/v1/audio-analysis/4VqPOruhp5EdPBeR92t6lQ,304840,4
0.595,0.368,5,-7.342,0,0.0281,0.665,4.22e-06,0.0795,0.231,134.147,audio_features,5b9tj0yG0Kfn7lWG19uzAH,spotify:track:5b9tj0yG0Kfn7lWG19uzAH,https://api.spotify.com/v1/tracks/5b9tj0yG0Kfn7lWG19uzAH,https://api.spotify.com/v1/audio-analysis/5b9tj0yG0Kfn7lWG19uzAH,356659,3
0.614,0.33,11,-10.689,0,0.031,0.735,0.00138,0.0971,0.443,120.109,audio_features,0NUfzEqxrAmvD9X8sylYJZ,spotify:track:0NUfzEqxrAmvD9X8sylYJZ,https://api.spotify.com/v1/tracks/0NUfzEqxrAmvD9X8sylYJZ,https://api.spotify.com/v1/audio-analysis/0NUfzEqxrAmvD9X8sylYJZ,261000,4
0.675,0.61,1,-13.811,1,0.085,0.0852,0.0188,0.159,0.344,131.037,audio_features,6t1FIJlZWTQfIZhsGjaulM,spotify:track:6t1FIJlZWTQfIZhsGjaulM,https://api.spotify.com/v1/tracks/6t1FIJlZWTQfIZhsGjaulM,https://api.spotify.com/v1/audio-analysis/6t1FIJlZWTQfIZhsGjaulM,253800,4
0.698,0.329,1,-11.315,0,0.0342,0.855,1.36e-06,0.116,0.234,121.898,audio_features,5zLwCKbTYF2hzU5rxp03tB,spotify:track:5zLwCKbTYF2hzU5rxp03tB,https://api.spotify.com/v1/tracks/5zLwCKbTYF2hzU5rxp03tB,https://api.spotify.com/v1/audio-analysis/5zLwCKbTYF2hzU5rxp03tB,164187,4
0.575,0.703,0,-8.917,1,0.0387,0.304,0.131,0.104,0.611,108.03,audio_features,4eum0I15wkySJdcWBcWJQJ,spotify:track:4eum0I15wkySJdcWBcWJQJ,https://api.spotify.com/v1/tracks/4eum0I15wkySJdcWBcWJQJ,https://api.spotify.com/v1/audio-analysis/4eum0I15wkySJdcWBcWJQJ,248279,4
0.654,0.562,4,-5.384,0,0.0311,0.0529,0,0.149,0.646,130.198,audio_features,4AFyPFXE9eDMYu8fAY9jBK,spotify:track:4AFyPFXE9eDMYu8fAY9jBK,https://api.spotify.com/v1/tracks/4AFyPFXE9eDMYu8fAY9jBK,https://api.spotify.com/v1/audio-analysis/4AFyPFXE9eDMYu8fAY9jBK,255747,4
0.436,0.414,2,-6.805,0,0.0278,0.327,0.0452,0.119,0.258,139.989,audio_features,5LJZZ6fxCSZwsxUM9im1sj,spotify:track:5LJZZ6fxCSZwsxUM9im1sj,https://api.spotify.com/v1/tracks/5LJZZ6fxCSZwsxUM9im1sj,https://api.spotify.com/v1/audio-analysis/5LJZZ6fxCSZwsxUM9im1sj,220627,4
0.598,0.628,11,-5.296,0,0.0496,0.493,0.0048,0.108,0.43,138.889,audio_features,6b18hkzreT9Tbo1CDN2wkz,spotify:track:6b18hkzreT9Tbo1CDN2wkz,https://api.spotify.com/v1/tracks/6b18hkzreT9Tbo1CDN2wkz,https://api.spotify.com/v1/audio-analysis/6b18hkzreT9Tbo1CDN2wkz,210195,4
0.537,0.877,9,-1.761,1,0.0358,0.0183,7.97e-05,0.22,0.649,153.996,audio_features,2fMhwt77wUh3noEuedB3Nt,spotify:track:2fMhwt77wUh3noEuedB3Nt,https://api.spotify.com/v1/tracks/2fMhwt77wUh3noEuedB3Nt,https://api.spotify.com/v1/audio-analysis/2fMhwt77wUh3noEuedB3Nt,230600,4
0.131,0.137,2,-20.553,1,0.0387,0.934,0.485,0.087,0.0465,78.577,audio_features,1ykbtFnlIjmIFnZ8j6wg6i,spotify:track:1ykbtFnlIjmIFnZ8j6wg6i,https://api.spotify.com/v1/tracks/1ykbtFnlIjmIFnZ8j6wg6i,https://api.spotify.com/v1/audio-analysis/1ykbtFnlIjmIFnZ8j6wg6i,440800,4
0.745,0.918,2,-7.036,1,0.0955,0.00321,0,0.194,0.267,151.946,audio_features,6RaDaaxBbQnHTV5vhJvIbR,spotify:track:6RaDaaxBbQnHTV5vhJvIbR,https://api.spotify.com/v1/tracks/6RaDaaxBbQnHTV5vhJvIbR,https://api.spotify.com/v1/audio-analysis/6RaDaaxBbQnHTV5vhJvIbR,211602,4
0.833,0.434,2,-8.795,1,0.431,0.0102,0.0219,0.165,0.281,150.062,audio_features,0VgkVdmE4gld66l8iyGjgx,spotify:track:0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/tracks/0VgkVdmE4gld66l8iyGjgx,https://api.spotify.com/v1/audio-analysis/0VgkVdmE4gld66l8iyGjgx,204600,4
0.542,0.917,4,-5.771,0,0.0939,0.0359,0,0.376,0.574,112.055,audio_features,5n1MwdIRqFtsFO4qp86USa,spotify:track:5n1MwdIRqFtsFO4qp86USa,https://api.spotify.com/v1/tracks/5n1MwdIRqFtsFO4qp86USa,https://api.spotify.com/v1/audio-analysis/5n1MwdIRqFtsFO4qp86USa,204467,4
0.553,0.729,0,-3.696,1,0.0266,0.181,0,0.109,0.776,80.503,audio_features,3dv9Bvpp9HikNsEvDCKHhC,spotify:track:3dv9Bvpp9HikNsEvDCKHhC,https://api.spotify.com/v1/tracks/3dv9Bvpp9HikNsEvDCKHhC,https://api.spotify.com/v1/audio-analysis/3dv9Bvpp9HikNsEvDCKHhC,203653,4
0.86,0.408,6,-8.841,0,0.0532,0.203,0,0.103,0.53,116.831,audio_features,2Y9WfjpGt3kzv7cbRl3s3O,spotify:track:2Y9WfjpGt3kzv7cbRl3s3O,https://api.spotify.com/v1/tracks/2Y9WfjpGt3kzv7cbRl3s3O,https://api.spotify.com/v1/audio-analysis/2Y9WfjpGt3kzv7cbRl3s3O,256733,4
0.307,0.433,1,-10.057,1,0.029,0.388,9.08e-05,0.332,0.224,160.9,audio_features,5MxNLUsfh7uzROypsoO5qe,spotify:track:5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/tracks/5MxNLUsfh7uzROypsoO5qe,https://api.spotify.com/v1/audio-analysis/5MxNLUsfh7uzROypsoO5qe,266960,4
0.512,0.628,2,-6.74,0,0.0302,0.647,0.00795,0.0675,0.245,104.004,audio_features,4FsDuAP17SYzswjFJ6Db6F,spotify:track:4FsDuAP17SYzswjFJ6Db6F,https://api.spotify.com/v1/tracks/4FsDuAP17SYzswjFJ6Db6F,https://api.spotify.com/v1/audio-analysis/4FsDuAP17SYzswjFJ6Db6F,277185,4
0.543,0.482,4,-12.789,1,0.194,0.0853,9.22e-05,0.111,0.415,193.513,audio_features,5mYtpXrZZ1bbGJYDGC8I0Y,spotify:track:5mYtpXrZZ1bbGJYDGC8I0Y,https://api.spotify.com/v1/tracks/5mYtpXrZZ1bbGJYDGC8I0Y,https://api.spotify.com/v1/audio-analysis/5mYtpXrZZ1bbGJYDGC8I0Y,284773,4
0.372,0.475,4,-10.046,0,0.0298,0.142,4.97e-05,0.131,0.369,97.146,audio_features,6rk1XVeqiWDUMAK2Or4CiT,spotify:track:6rk1XVeqiWDUMAK2Or4CiT,https://api.spotify.com/v1/tracks/6rk1XVeqiWDUMAK2Or4CiT,https://api.spotify.com/v1/audio-analysis/6rk1XVeqiWDUMAK2Or4CiT,261000,4
0.595,0.715,9,-9.101,1,0.0311,0.23,0.93,0.147,0.421,91.05,audio_features,3AtWz3xBxCLeJlt7CXuHEB,spotify:track:3AtWz3xBxCLeJlt7CXuHEB,https://api.spotify.com/v1/tracks/3AtWz3xBxCLeJlt7CXuHEB,https://api.spotify.com/v1/audio-analysis/3AtWz3xBxCLeJlt7CXuHEB,179946,4
0.613,0.538,9,-6.122,0,0.156,0.352,0.000155,0.111,0.154,139.84,audio_features,73QZqObS2vYGOXWjZCWDg2,spotify:track:73QZqObS2vYGOXWjZCWDg2,https://api.spotify.com/v1/tracks/73QZqObS2vYGOXWjZCWDg2,https://api.spotify.com/v1/audio-analysis/73QZqObS2vYGOXWjZCWDg2,225372,4
0.649,0.673,1,-9.35,1,0.0638,0.249,0.0351,0.726,0.587,78.535,audio_features,2mKsPUojh602HvSeNt04CB,spotify:track:2mKsPUojh602HvSeNt04CB,https://api.spotify.com/v1/tracks/2mKsPUojh602HvSeNt04CB,https://api.spotify.com/v1/audio-analysis/2mKsPUojh602HvSeNt04CB,427800,4
0.444,0.25,5,-13.838,1,0.0311,0.0165,0.823,0.0769,0.0893,75.663,audio_features,11iN2gtxCgQHhY8PxbjNK1,spotify:track:11iN2gtxCgQHhY8PxbjNK1,https://api.spotify.com/v1/tracks/11iN2gtxCgQHhY8PxbjNK1,https://api.spotify.com/v1/audio-analysis/11iN2gtxCgQHhY8PxbjNK1,261099,4
0.836,0.544,7,-5.975,1,0.0943,0.0403,0,0.0824,0.51,97.028,audio_features,76cy1WJvNGJTj78UqeA5zr,spotify:track:76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/tracks/76cy1WJvNGJTj78UqeA5zr,https://api.spotify.com/v1/audio-analysis/76cy1WJvNGJTj78UqeA5zr,217947,4
0.521,0.297,2,-7.022,1,0.0351,0.732,0,0.273,0.517,118.681,audio_features,3USOTQdPtZlgVurwaqsdI5,spotify:track:3USOTQdPtZlgVurwaqsdI5,https://api.spotify.com/v1/tracks/3USOTQdPtZlgVurwaqsdI5,https://api.spotify.com/v1/audio-analysis/3USOTQdPtZlgVurwaqsdI5,123667,4
0.553,0.706,2,-7.265,0,0.0269,0.0495,0.000379,0.112,0.631,146.873,audio_features,05m9j6USdtxtbNA3leyp1m,spotify:track:05m9j6USdtxtbNA3leyp1m,https://api.spotify.com/v1/tracks/05m9j6USdtxtbNA3leyp1m,https://api.spotify.com/v1/audio-analysis/05m9j6USdtxtbNA3leyp1m,285053,4
0.5,0.658,9,-7.294,1,0.0241,0.104,0.341,0.0628,0.472,89.973,audio_features,5YAj599xlYHtriiRWiTQpH,spotify:track:5YAj599xlYHtriiRWiTQpH,https://api.spotify.com/v1/tracks/5YAj599xlYHtriiRWiTQpH,https://api.spotify.com/v1/audio-analysis/5YAj599xlYHtriiRWiTQpH,283720,4
0.839,0.645,9,-6.084,0,0.081,0.0159,0.0228,0.0569,0.64,98.972,audio_features,7abpmGpF7PGep2rDU68GBR,spotify:track:7abpmGpF7PGep2rDU68GBR,https://api.spotify.com/v1/tracks/7abpmGpF7PGep2rDU68GBR,https://api.spotify.com/v1/audio-analysis/7abpmGpF7PGep2rDU68GBR,241875,4
0.508,0.106,9,-18.619,0,0.0459,0.946,0.885,0.103,0.196,114.401,audio_features,5YXzLfUC51zH8pTmi7eVrB,spotify:track:5YXzLfUC51zH8pTmi7eVrB,https://api.spotify.com/v1/tracks/5YXzLfUC51zH8pTmi7eVrB,https://api.spotify.com/v1/audio-analysis/5YXzLfUC51zH8pTmi7eVrB,228529,4
0.53,0.518,2,-8.48,0,0.0264,0.62,5.82e-05,0.0989,0.506,105.687,audio_features,2o6X9RvwUsTvu86ABuphP1,spotify:track:2o6X9RvwUsTvu86ABuphP1,https://api.spotify.com/v1/tracks/2o6X9RvwUsTvu86ABuphP1,https://api.spotify.com/v1/audio-analysis/2o6X9RvwUsTvu86ABuphP1,318853,4
0.52,0.606,11,-11.511,0,0.0309,1.23e-05,0.878,0.109,0.548,98.015,audio_features,5baGVEU08dMZxH2j4WU59I,spotify:track:5baGVEU08dMZxH2j4WU59I,https://api.spotify.com/v1/tracks/5baGVEU08dMZxH2j4WU59I,https://api.spotify.com/v1/audio-analysis/5baGVEU08dMZxH2j4WU59I,288400,4
0.432,0.316,0,-16.971,1,0.0359,0.261,0,0.854,0.301,78.439,audio_features,2zC5HggFPtvtGm7DgKs2vQ,spotify:track:2zC5HggFPtvtGm7DgKs2vQ,https://api.spotify.com/v1/tracks/2zC5HggFPtvtGm7DgKs2vQ,https://api.spotify.com/v1/audio-analysis/2zC5HggFPtvtGm7DgKs2vQ,344320,4
0.691,0.752,6,-11.47,0,0.0455,0.463,0.00103,0.595,0.97,126.005,audio_features,5lWSa1rmuSL6OBPOnkAqoa,spotify:track:5lWSa1rmuSL6OBPOnkAqoa,https://api.spotify.com/v1/tracks/5lWSa1rmuSL6OBPOnkAqoa,https://api.spotify.com/v1/audio-analysis/5lWSa1rmuSL6OBPOnkAqoa,220667,4
0.49,0.951,1,-3.777,1,0.0477,2.02e-05,0.0027,0.0314,0.589,106.946,audio_features,0lfrNnlVksTGfX6PHnuL0T,spotify:track:0lfrNnlVksTGfX6PHnuL0T,https://api.spotify.com/v1/tracks/0lfrNnlVksTGfX6PHnuL0T,https://api.spotify.com/v1/audio-analysis/0lfrNnlVksTGfX6PHnuL0T,269800,4
0.114,0.121,6,-15.092,0,0.044,0.713,0.144,0.111,0.0381,94.112,audio_features,07SQj5gXn54utyPWdthAis,spotify:track:07SQj5gXn54utyPWdthAis,https://api.spotify.com/v1/tracks/07SQj5gXn54utyPWdthAis,https://api.spotify.com/v1/audio-analysis/07SQj5gXn54utyPWdthAis,194880,4
0.231,0.509,11,-10.423,0,0.0808,0.845,0.911,0.115,0.245,69.288,audio_features,0iyglTS5t81u4SFDZOGIQx,spotify:track:0iyglTS5t81u4SFDZOGIQx,https://api.spotify.com/v1/tracks/0iyglTS5t81u4SFDZOGIQx,https://api.spotify.com/v1/audio-analysis/0iyglTS5t81u4SFDZOGIQx,234244,4
0.529,0.816,9,-5.829,0,0.0543,0.0051,0.00985,0.222,0.515,91.027,audio_features,74rvo4QWd2LXGRvm7S07kq,spotify:track:74rvo4QWd2LXGRvm7S07kq,https://api.spotify.com/v1/tracks/74rvo4QWd2LXGRvm7S07kq,https://api.spotify.com/v1/audio-analysis/74rvo4QWd2LXGRvm7S07kq,259800,4
0.231,0.645,10,-6.678,0,0.0651,0.24,5.07e-06,0.129,0.431,176.051,audio_features,4aoMv517dci4RMXigkbwMJ,spotify:track:4aoMv517dci4RMXigkbwMJ,https://api.spotify.com/v1/tracks/4aoMv517dci4RMXigkbwMJ,https://api.spotify.com/v1/audio-analysis/4aoMv517dci4RMXigkbwMJ,223053,4
0.647,0.108,8,-21.204,1,0.062,0.886,0.47,0.112,0.417,121.499,audio_features,4vmztiqUDwZGYHogu7RJ5e,spotify:track:4vmztiqUDwZGYHogu7RJ5e,https://api.spotify.com/v1/tracks/4vmztiqUDwZGYHogu7RJ5e,https://api.spotify.com/v1/audio-analysis/4vmztiqUDwZGYHogu7RJ5e,265868,4
0.482,0.592,1,-7.099,0,0.0321,0.482,7.93e-06,0.1,0.35,117.487,audio_features,25aVBACddihBzKVWm60Awb,spotify:track:25aVBACddihBzKVWm60Awb,https://api.spotify.com/v1/tracks/25aVBACddihBzKVWm60Awb,https://api.spotify.com/v1/audio-analysis/25aVBACddihBzKVWm60Awb,271045,4
0.409,0.172,6,-16.44,0,0.0389,0.922,0.00112,0.111,0.352,132.151,audio_features,2L93TdW2GMue1H2zlkt30F,spotify:track:2L93TdW2GMue1H2zlkt30F,https://api.spotify.com/v1/tracks/2L93TdW2GMue1H2zlkt30F,https://api.spotify.com/v1/audio-analysis/2L93TdW2GMue1H2zlkt30F,229293,4
0.442,0.384,10,-14.635,1,0.0414,0.639,7.7e-05,0.0539,0.216,123.281,audio_features,3ZE3wv8V3w2T2f7nOCjV0N,spotify:track:3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/tracks/3ZE3wv8V3w2T2f7nOCjV0N,https://api.spotify.com/v1/audio-analysis/3ZE3wv8V3w2T2f7nOCjV0N,235987,4
0.387,0.322,0,-16.099,1,0.0712,0.747,3.58e-06,0.221,0.355,163.581,audio_features,2pBcr9iBC4uULs3Xz7q8Qh,spotify:track:2pBcr9iBC4uULs3Xz7q8Qh,https://api.spotify.com/v1/tracks/2pBcr9iBC4uULs3Xz7q8Qh,https://api.spotify.com/v1/audio-analysis/2pBcr9iBC4uULs3Xz7q8Qh,226667,4
0.769,0.621,5,-8.958,1,0.193,0.0411,0.000107,0.282,0.4,93.972,audio_features,1xmAW8yK4o2kFIgPT5RCxD,spotify:track:1xmAW8yK4o2kFIgPT5RCxD,https://api.spotify.com/v1/tracks/1xmAW8yK4o2kFIgPT5RCxD,https://api.spotify.com/v1/audio-analysis/1xmAW8yK4o2kFIgPT5RCxD,295827,4
0.736,0.561,9,-4.594,1,0.0463,0.582,0,0.26,0.969,100.032,audio_features,1yPI5N5DyPXO0RWYM9FEBM,spotify:track:1yPI5N5DyPXO0RWYM9FEBM,https://api.spotify.com/v1/tracks/1yPI5N5DyPXO0RWYM9FEBM,https://api.spotify.com/v1/audio-analysis/1yPI5N5DyPXO0RWYM9FEBM,222794,4
0.687,0.718,2,-8.029,0,0.0387,0.443,7.55e-06,0.169,0.5,98.962,audio_features,4Z8rnpOfFI1cqzwWjgkObv,spotify:track:4Z8rnpOfFI1cqzwWjgkObv,https://api.spotify.com/v1/tracks/4Z8rnpOfFI1cqzwWjgkObv,https://api.spotify.com/v1/audio-analysis/4Z8rnpOfFI1cqzwWjgkObv,226040,4
0.675,0.517,0,-9.991,0,0.0271,0.642,0,0.16,0.696,99.996,audio_features,6R2yXcycS8TRbu1hbsr4fC,spotify:track:6R2yXcycS8TRbu1hbsr4fC,https://api.spotify.com/v1/tracks/6R2yXcycS8TRbu1hbsr4fC,https://api.spotify.com/v1/audio-analysis/6R2yXcycS8TRbu1hbsr4fC,277014,4
0.598,0.555,2,-8.474,0,0.0285,0.566,6.51e-05,0.147,0.401,85.013,audio_features,4p6GrHUjj3ZtDS0xsqPhmX,spotify:track:4p6GrHUjj3ZtDS0xsqPhmX,https://api.spotify.com/v1/tracks/4p6GrHUjj3ZtDS0xsqPhmX,https://api.spotify.com/v1/audio-analysis/4p6GrHUjj3ZtDS0xsqPhmX,202147,4
0.74,0.303,3,-8.612,1,0.117,0.835,0,0.0782,0.819,91.958,audio_features,4V6MRo0CEAC9MwAm7dkPuL,spotify:track:4V6MRo0CEAC9MwAm7dkPuL,https://api.spotify.com/v1/tracks/4V6MRo0CEAC9MwAm7dkPuL,https://api.spotify.com/v1/audio-analysis/4V6MRo0CEAC9MwAm7dkPuL,213933,4
0.584,0.339,11,-11.25,0,0.079,0.779,0.879,0.0864,0.275,129.096,audio_features,5FU96SFEwMyiKnLsPhoNuh,spotify:track:5FU96SFEwMyiKnLsPhoNuh,https://api.spotify.com/v1/tracks/5FU96SFEwMyiKnLsPhoNuh,https://api.spotify.com/v1/audio-analysis/5FU96SFEwMyiKnLsPhoNuh,296853,4
0.575,0.584,4,-8.3,0,0.0282,0.508,0.00645,0.132,0.651,108.006,audio_features,5toahsDlYvd6qMwj1KgHA2,spotify:track:5toahsDlYvd6qMwj1KgHA2,https://api.spotify.com/v1/tracks/5toahsDlYvd6qMwj1KgHA2,https://api.spotify.com/v1/audio-analysis/5toahsDlYvd6qMwj1KgHA2,202315,4
0.481,0.094,5,-16.637,0,0.0463,0.986,0.757,0.108,0.143,72.465,audio_features,22moT6T8yDX2GVT7iOScH8,spotify:track:22moT6T8yDX2GVT7iOScH8,https://api.spotify.com/v1/tracks/22moT6T8yDX2GVT7iOScH8,https://api.spotify.com/v1/audio-analysis/22moT6T8yDX2GVT7iOScH8,279057,4
0.218,0.0428,7,-28.815,0,0.0413,0.953,0.103,0.0952,0.0361,84.819,audio_features,4Js17Lrd5QrH8z0HmMqRqk,spotify:track:4Js17Lrd5QrH8z0HmMqRqk,https://api.spotify.com/v1/tracks/4Js17Lrd5QrH8z0HmMqRqk,https://api.spotify.com/v1/audio-analysis/4Js17Lrd5QrH8z0HmMqRqk,183760,1
0.404,0.128,9,-19.547,0,0.0422,0.98,0.927,0.124,0.238,100.749,audio_features,3TotiIx8HovDwZLV9kLbet,spotify:track:3TotiIx8HovDwZLV9kLbet,https://api.spotify.com/v1/tracks/3TotiIx8HovDwZLV9kLbet,https://api.spotify.com/v1/audio-analysis/3TotiIx8HovDwZLV9kLbet,194000,4
0.422,0.484,9,-4.308,0,0.0596,0.566,1.14e-06,0.0614,0.348,76.048,audio_features,38JxQOpjGE7yVNe1tTvm39,spotify:track:38JxQOpjGE7yVNe1tTvm39,https://api.spotify.com/v1/tracks/38JxQOpjGE7yVNe1tTvm39,https://api.spotify.com/v1/audio-analysis/38JxQOpjGE7yVNe1tTvm39,228360,4
